Review,Generated
I bought this because my sheltie is Houdini when it comes to getting out of collars and harnesses  Hes eight years old and this is the first harness he hasnt been able to work his magic on and get looseI didnt give it five stars because the sizing is a little screwy  My sheltie weighs 35 pounds hes a significantly larger than average sheltie and hes right in between the small and medium size and actually I bought both because I wasnt sure which one would fit  I would have preferred to keep the medium as that fit him with some room to spare on the strap cinches but the medium harness was too long with the back strap almost touching his you know what on the underside so I ended up keeping the small even though the middle strap has to be almost fully loosened to go around his chest  The other thing thats a minor inconvenience is that you have to pick up the dogs front leg and manually put it through the middle strap to get it on because of the way the front strap and the middle strap are connected  Not a big deal unless your dog has an issue with you picking up one of its legs to get this onAll in all though its a good harness made well and most importantly secure enough that it would be really hard for a dog to get out of it,1
This Ted Higuera and Chris series was fun  It started out a little slow to establish background but picks up speed and finishes with a flourish I think the reader will like it,1
This is a great concept however the holes do not fit 7strand paracord  It is frustrating when it arrives and you realize that you have to drill out the holes to fit,1
I am an above average woman  I have a few of these and I have them all  I had a friend who was a nurse and she had a lot of these  I have them in her purse on her car and on my keys  I love them  They look great and are easy to use  I think they will last a long time  I have a few of these on my keys and a few in my purse  I have them on my keys on my keys on my keys and on my keys  They are easy to use  I have been using them for over a year now and I like them  I dont know if they will last a long time but I do know they will be worth the moneyUPDATE  I have replaced all of these with these  I have a couple,0
love the WWII period and the interesting perspective on the French Resistance  Enjoyed this very much,1
They are really beautiful earrings and the quality is just right  They have a nice,0
A gift for my granddaughter after she saw mine and we both love them,1
I use this lens more often than I thought it would be  I have a Canon 85200 f35 a Nikon 70200 f4 and a Sony 50mm f28  I have a Sigma 70300 f35 and a Sigma 85200 f4  I have a Sony 70200 f4 and a Sigma 85200 f4  I have a Nikon 70300 f4 and a Sony 50mm f28  I have a Sigma 70300 f4 and a Sony 50mm f28  I have a Nikon 70300 f4 and a Sony,0
My bulldog absolutely loves this product He will sit patiently wagging his little tail so excited and loves how it feels on his body,1
my husband ordered this book and it was free  I will be purchasing the rest of the series,0
I got this in 2016 for my birthday Im here to say that its awesome  I am going to tell you to buy it,1
Obviously a case of Leigh doing most if not all of the writing and riding on the coatails of her husbands name recognition  I am sure this would not have been published without Davids name  It is not very sophisticated writing and Polgara is awful immature for someone hundreds of years old  She acts like a spoiled 16 year old,1
Nice product not worth 50 but I sent it back my dog wants nothing to do with it,1
Excellent quality speaker for the price The only problem is that its not really a stereo but a pair of speakers,0
Does just what I bought it for the finish is good and easy to work with  The finish is not very smooth or flexible  The light itself is not great but that is not a problem with,0
I love this desk It has the quality and design of a professional desk It has a nice look and the color is bright The colors are true to the picture and the color is vibrant It is a perfect size for my needs and I am happy with the quality of it I highly recommend it I had to order one to replace the one I had for my grandson I love the color and the size,0
At first I thought it would be difficult or distracting looking through a screen mesh But after the initial novelty wears off maybe 23 minutes I almost forgot I was wearing themI had to contact the seller as one of the screens was very discolored and was distracting when someone else was looking at me to talk it had no effect on me looking out They were AWESOME and sent out a replacement pair that day  And THAT is what Customer Service looks like,1
Lightweight durable easy to pack What more can you ask for,1
Ive bought 4 of these and have been using them in the past  They are bright and durable  I had to replace a couple of the light fixtures so its not that big a deal  I have a couple of other tools I use to replace the,0
If I had realized how short it was I wouldnt have Dow loaded it subject matter ok except they had been toooo long not to know what she wanted for the anniversary gift,1
This is the third generation of this device and each has been better than the last  As you lengthen the measuring tape the measurement displays on screen Tap a button to save Or convert measurements quickly from fractions to decimals or inches to centimeters for example and calculate midpoints great for helping to hang a picture And no need to bend the tape when measuring into a cornerjust select the  back of the device as the starting pointHowever I keep wondering what will happen if I drop this on the floor and that is the only reason I did not give it 5 stars  I dont want to test that out and have mine malfunction,1
These were SO wonderful The colors were so vibrant and bright The only reason I gave it 4 stars was that the plastic parts were too small to fit into the holes in the frame They had to be fixed,0
I love this series they are an easy read and you will not be disappointed I am looking forward to reading the next bookThis is a fantastic book  It is very interesting to,0
These are super flattering jeans Im a solid size 10 and these shape me perfectly would recommend,1
Best impact on market This saw has the best combo of power and torque for a saw  The other two saw,0
This is an excellent documentary about Allens entire career  There are many many film clips and they are all choice highlights from his films  Interspersed with these clips are interview segments with Allen present day and during earlier days  There are also clips of mini interviews with the people with whom he has worked including Tony Roberts Diane Keaton Scarlett Johannsen John Cusack Owen Wilson Mariel Hemingway Gordon Willis Marshall Brickmann Martin Scorsese his sister Letty Aronson now his producer Dick Cavett and so forth  Although Mia Farrow is covered she does not participate in any way since they have never resumed contact in any way She was of course Allens other major leading lady but he ended up having an affair and marrying her adopted daughter years agoEven though I have seen every single one of his movies I really liked the choice of film clips presented here  It was very enjoyable to see them and to learn some of the tidbits about what else was going on while making them  Everyone contributed some major insight about the film clip which was unknown to us beforeI also enjoyed the way he present day took us to his old school or walked down the street with his sister and they talked to present New Yorkers  There was even old footage shown of his parents who finally died near the century markAlthough the focus was on the work there was enough of a human dimension presented here to make this a very important summing up of a creative life while the creator is still around to share it  If you love his work you need this film in your collectionVisit my blog with link given on my profile page here or use this phonetically given URL livingasseniors dot blogspot dot com Fridays entry will always be weekend entertainment recs from my 5 star Amazon reviews in film tv books and music These are very heavy on buried treasures and hidden gems My blogspot is published on Monday Wednesday  Friday,1
The characters and the story line are well developed  The story is easy to follow and I did not find any errors in the writing  There are a few twist in this book  I believe you will enjoy this book and I will be looking for other books from this author,1
Bought 2 one for each of my sons  Weve had them for 2 weeks and they are holding up fine  I am very happy with the purchase,0
I selected this thinking that it would be an ideal addition to my kitchen for my small kitchen  It is sturdy and the plastic parts are solid and the plastic is sturdy  The only thing that is not great about this is that it is very thin and doesnt hold much liquid  I would not recommend this to anyone  I have made a batch of cookies and this will make my cookies look betterI bought this for my sons bedroom  It is very nice and his room is very nice  The black color is very nice  I just wish the curtains were more black  I have used it a couple of times  It is a very good quality product and looks great in my roomThis is a great pillow for a few bucks  It has a good grip but,0
The characters came to life from the start Great entertainment value realistic social commentary and a lesson on the importance of a moral compass,1
This waterproof bag is easy to carry and the materials are thick enough to make it comfortable to carry I had to replace a couple of the plastic plastic bags in the case as they were not well protected If youre thinking about going with this bag you should definitely consider a 2 pack with a 25 pack or a 3 pack with a 3 pack Overall I would not buy this bag again It works great,0
Sadly I have tried this model again for the 2nd time and it still proved problematic for me As for playing content I agree it plays a vast number of differing file formats But for me I encountered too many issues with this model to be a reliable solution or replacement of my older versionsFirst I want to say I own two older models WDBAAN0000NBK for several years and love it My only negative is I am unable to configure them to indicate newly added content not sure if this is doableLast year I tried a refurb version of the WDBYMN0000NBKHESN and more recently purchased and returned a brand new unit Both times I experience similar problems Frequent glitches such as freezeups audio missyncs and the inability to display multiple NAS devices simultaneously to change NAS you need to go through several nested steps I do not have any of these issues with the older models To a lesser extent I too am not excited about the GUI as it appears to be trying too hard to be good looking more than functionalI really hoped for this newer version to be more satisfying experience than the previous generations but for me that is not the case,1
Good quality Easy to put on The only problem is that its a little too large Great quality and fit,0
From Boy to super star everything you need to know about Justin Bieber its as the cover say the ultimate Bieber fan book,1
I use this router at the receiving end of a wireless bridge between the two floors of my apartment and also as a print and file server I know this unit may be a bit of an overkill for the purpose but I couldnt find any lower cost alternatives that would provide the same feature setI was a bit worried about the speeds I would get through the concrete floor but the connection to the main router an Apple Time Capsule is rock stable at a 866 Mbps signal rate the signal sits around 4749 dB against a 92dB noise floor The connection would stay up for months at a timeI was pleasantly surprised that the stock firmware supported all the features I needed but its still nice to know that I can fall back to Merlin or DDWRT if I need additional tweaking possibilities or special features The performance and ease of use of the web GUI has also improved a lot compared to my previous Asus router a WL500W Being able to set most configuration items without a reboot is a godsendAnother nice touch from Asus was providing a discovery utility that finds the router on the LAN and detects its current IP address which saved me a lot of time when I was tweaking the IP configuration of the two routersI cannot comment on the 24 GHz range or behavior as I only use the router at 5 GHzUpdate 9172014 I was having print server reliability issues with the stock firmware after a few days the printer stopped printing even though the router showed it was connected So I installed DDWRT and Im back to being a perfectly satisfied customer Aside from the printer trouble I only had to reboot the router for firmware updates and I never experienced any connection issues whatsoever,1
Great little juicer  Started using it the night it arrived  So far Ive put apples carrots beets greens oranges grapefruit peaches plums onions garlic kale spinach and sweet potatoes through it  Of all of that only the beets and sweet potatoes have been an issue  Their stringy material tends to try and bind the auger but simply turning backwards and loosening it up sends it on through  The cranking isnt overly difficult or strenuous although I do wish it would extract a bit more juice the pulp is still a bit damp when extracted  Still all in all for someone thats just starting into juicing I think its pretty great  I should note this was originally bought for wheatgrass juicing and it arrived 5 days faster than I expected so my wheat grass is still growing and not ready to put through it  Beat tops carrot tops kale and spinach all went through fine so Im sure the wheat grass will also,1
This movie is my favorite ever The scenery is beautiful the acting is extraordinary the narration is poetic Babettes feast is not some movie with a message otherwise it wouldnt be any good But its so real and poignant that much truth can be seen in it spiritual truth and insights which shed light onto human nature The relationships are very natural and believable but the style of narration keeps the story from any kind of overlysubjective viewpoint which infects many movies which delve into human relationships The actions and conversations arise very naturally and advance the plot superblyAnother thing which I love about the movie is that it reveals something about the nature of good evil grace and redemption None of the acting characters in the movie are evil however many are infected with smaller sins of pettiness lack of generosity glorying in the defeat of others scrupulosity jealousy etc This movie shows how these defects  small but many  have taken all the joy and pleasure out of life for those suffering under them and that to forgive and be forgiven is necessary to restore the joy of life Grace in this case the gift of Babette is necessary to occasion the redemptive action,1
Used it to cut through some of the pieces on my RV  Works greatVery niceI bought this to,0
Likely my LEAST favorite Daniel Silva  the main character is going too predictable  Mr Silver is an excellent writer but this novel lacks the quick pace sharpness  literary finesse he usually delivers,1
Returned this because it just doesnt work with my phoneIf you have a larger speaker setup you may want to look at the video provided by the company  This is a bit of a pain in the butt as its not very easy to find a speaker with a strong soundI did get a free item from Amazon to add to my review  I will update if I find out if that helpsUPDATE  I have not used this speaker yet,0
Our 3 year old golden retriever has softer fur unlike our female whose coat is shinier and sleeker so he tends to need to be bathed on a weekly basis to keep him smelling fresh and clean Hes like a little boy he loves to explore and especially loves to jump in every puddle pond any body of water he sees basically which leaves his fur smelling what can best be described as fishy so Im always looking for a great shampoo that wont irritate his sensitive skin  This medicated dog shampoo has done absolute wonders for the dry flaky skin both our goldens have on their front elbows  We had tried creams sprays even oral meds but nothing was helping but since we started using this the skin has softened and fur is growing back and they are no longer scratching themselves to death thrilled with the results highly recommend  This item was supplied to me at no cost during a promotion by the seller in order to evaluate and share my experience All opinions are 100 my own and they reflect my honest  unbiased opinion One may or may not have the same results as myself when using it I hope this review helps anyone looking for a medicate pet shampoo that really works if there are any questions please dont hesitate to ask and Ill do my best to help If you found this review to be helpful to you please click the yes button to let me know thanks,1
Super easy setup The software needed is built into the camera Picture is good Controlling the camera via the web is simple,1
I swore off vampire books for years now but the blurb caught my attention and I thought what the heck I couldnt put this book down Marcus and Liams relationship is a great take on the vampirehuman bond no sparkly skin thank god I recommend this book to anyone who is willing to give vamps another try you wont be disappointed,1
UPDATE 7415 I wore three pair of the same pair in two different colors for a couple of hoursI had to replace the gold ring with a new one and now its a little smaller in the size The size is perfect and its very comfortableThe bottom of the ring is very small but the inside is very strong I will say that if you wear it alone it wont last long Its very delicate and its very light weight The color is very vibrant and it looks quite nice onI am very pleased with this purchase and its a great product Its a very good quality product and Im happy to say that Ill be ordering more of these again in the futureI love these shoes  I have a pair of these around the house for years now and they have not faded or changed in any way  They are very comfortable and I am very happy with the purchase,0
When I got this chain it was a little tight but it was my fault for not knowingI had to replace the chain with the new one so it should work nowThe only thing Im not happy about is the chain is still very short I havent used it yet but it will be a long time before I start to notice the difference,0
I absolutely love The Twilight Zone the people that wrote those shows were the best storytellers ever,1
Its more of a kids book than a story and Im not sure if Im one of them I had a friend who was a social worker and she had a lot of fun with it,0
Love the shirt but i definitely ordered a size too big These shirts normally have a loose fit to them making them a little larger than usual Other than that amazing light feel,1
Nice and flexible  At a reasonable price too  I needed different size lugs than what they supply  A quick email to the seller and I got exactly what I needed  If you do need a different size lug submit your change request pretty quickly because this will be shipped out before you blink,1
This is a cool baby We have had it for a few months now and its been just fine,0
Ive had these for a few weeks and they work fineIf you have a larger head like me the earbuds can get a little tight when you get used to them,0
I thought when I bought this it was just a bit too large Its been about a month and I still havent found a perfect fit for her so its going to be a little hard to get her in it If its too big its not going to fit I also think it will be a little too small for her to use in a different way Im not sure if its too large or not but Im not sure if its too small or not,0
It kept my kids 4 and 5 old silent almost 3 hours of the trip,1
My pup had a very dry nose I purchased this and was amazed at how well it moisturized his nose By day two his nose looked normal again By far this is the best product I have used I tried things already in my cabinet but nothing worked the way this did And yes he loved the taste so I had to make sure I fed him immediately after applying the ointment to prevent him licking it off,1
I am a crazy candle lady  I go through so many  Ive always got at least three nice candles in the house and burn them down within a few weeks  This is one of the better ones and its around my usual midrange price point  The Havana tobacco scent is fabulous and unisex my fiance says its not an offensive scent which is a compliment coming from him  It burns cleanly and evenly from one side of the container to the other  It doesnt have the best reach like a 60 candle but its better than cheaper candles and worth it for the pleasant scent  If youre in the same room you can definitely smell it  I would consider buying again even though Im continuatlly looking for a new scent,1
Sorry action fans but this one is a dud Confusing in its never ending attempt to have action scenes they were just jumbled together until they reached 90 minutes,1
these were cute but the material was too thin and thin  I didnt think I would wear them all day but they are a must have for the colder months  I would definitely recommend these  Its a great buy for those who dont have to worry about the sun getting in  I love the color and the,0
I gave this Peet dryer 5 stars because it performs in exactly the way I expected it to when I purchased it  We have basketball shoes that need to be dried each night after practice and tennis shoes that have been out in the snow and gotten soaked  The Peet Dryer has a button so I can choose heat or no heat  It also has a dial that allows me to choose how long it will run  The timer goes up to 240 minutesThe first time I used the dryer I couldnt really tell if it was working  I could hardly feel any air moving out of the shoe extenders  I was wondering if it would work it did  Its easy to use and fairly quiet so I can keep it plugged in and doing its drying job in the entry way of our home and not be aware that its running  The unit is pretty lightweight but not cheaply made  The vertical extenders that I put the shoes on are thick plastic and removable  The center fandigital unit is attached to the base  I can move it from place to place easilyI use this item everyday  It works well to dry the inside of wet or sweaty shoes  I would recommend the dryer to anyone who wanted to preserve and protect their shoe investmentI have no cons to share  Its a simple concept that works well for athletic shoes and its priced reasonably,1
I discovered The MacLomain Series through the Next Generation I love the story line the characters and just about everything Sonow I am reading the early years which I suggest you do first Again I love the characters and cant wait to read every story Sky has to offer Thank you so much for sharing your talent and giving us so much joy reading your stories,1
I like this shampooer I no longer have carpet but if I ever do I will definitely get another one I also used it for cleaning my microfiber furniture,1
Beautiful Mirrors that look way more expensive than they were  We purchased three of these and we love them,1
My 3 month old cant fit in this hat Its super cute and soft but for a tiny newborn head,1
Loved the last installment of this series and the writing is good  This is a must readI read this book in the middle of the night and it was great  The story was well told and the characters were strong  I would recommend this to everyone,0
The storyline alternates between primarily two perspectives a blind French girl and a German orphan boy and timeframes until everything all comes together as France is being liberated from Germany at the end of WWIIThe prose is beautiful and really places you the moment It was particularly interesting to read from MarieLaures perspective since being blind the way she would describe scenes was a very unique take I also really enjoyed the way it portrayed WWII This was not good vs evil it was just two people who happened to be on two different sides of the war and were doing everything they could to survive You feel connected with each character which is hard to do when you know they are ultimately meant to be enemies Its a really endearing and touching historical fiction account of WWIIMy only criticism would be the ending Since the chapters are very short and the timeline constantly moving around you get the sense that its building to a huge climax Personally I found that climax to be a bit anticlimactic But overall that detracted very little from my enjoyment of the novel and would recommend to anyone who enjoys historical fiction WWII or wellwritten literature,1
As with most Maxpedition Gear the quality on the Travel Tray is very good The size is just right for the things one usually leaves laying about and then cant find right away during travel Plus it unsnaps to pack well About those snaps I have zero problem with them I dont know if Maxpedition heard all the complaints and made a change or I just got lucky The snaps hold and feel very secure but I didnt struggle to get them closed And no I dont have some crazy hulk hands,1
Awesome movie  Ive always been a fan of the conspiracy movies made in this era Marathon Man Three Days of the Condor The Conversation among the best and The Parallax View does not disappoint  While the scene where Beatty pays for a plane ticket while actually seated on the plane certainly reflects a different time the race to determine the source of the conspiracy and underlying tension of the scenes is palpable  A young Beatty without all the mannerisms of his future self carries the film with a strong supporting cast including Hume Cronyn  Unlike many movies in this genre the conspiracy doesnt consume the acting,1
by far the best case i ever owned it keeps every thing cool it looks nice and its easy to manage cables this case or one like it is a must have,1
For the price this one is an amazing quality product I will keep my eyes peeled for the next one I had a lot of trouble with the TV and the cover was very flimsy,0
This book came into my life at exactly the right moment I have already recommended it to some of my friends,1
This is a fairly nifty multifunction gadget for any golfer and would make a nice inexpensive gift As a divot repair tool this is solidly built and works OK It also has a magnetic ball marker that slides off when you press the bottom of it it has a 19th hole logo which you can have replaced with team logos or other options offered by the manufacturer The top end features an indent to hold a club just above the magnet designed to catch bottle caps pulled off by the bottle opener flip it over to use as a can opener The 6th use of this is to hold cigars something I would not use myself but which I suppose some golfers may have use for This tool is nice to have and it is solid so it should offer many years of use as long as you dont lose it The shiny gold finish may not last but while it does it will make the tool stand out in the green One thing I do suggest is that Amazon place this in the sporting category rather than home goods where it is currently listed While it opens bottles and cans the main purpose is divot repair which people would search for in sporting goods,1
It is unfortunate that the book has been passed over in the history books for a reason  It is so long ago that I am not going to waste any time on it  The book is well written and in good conditionI absolutely loved this book I was so excited to read it I was also so excited to read the sequel It is a great sequel to the first book in the series I cant wait to see what happens nextThis book was great  I loved it  I have been reading the series for about a month now and have enjoyed it so much  I have read every one of the books in the series,0
Never ever thought Id be interested in a period piece that had a focus on history and science But she pulled me in and i enjoyed the ride,1
A very well written book that will make you feel like you are in the middle of a battleI read this book in the middle of the night and it was great  The story was well told and the characters were strong  I would recommend this book to anyone who is looking for a great read,0
I already had a Roku earlier model in use so was predisposed towards buying another one The HD model has a different menu set up than the XL but thats okay Sort of keeps one attentive In any event I do a lot of movie streaming from amazon and Netflix and find Roku delivers quite nicely It also has many more channel offerings than its competitors Get one,1
A quirky gunho librarian meets her match in an equally quirky reluctant reader who dismisses every book Miss Brooks offers Too pink  To yippity   The determined Miss Brooks carries on with hysterical aplomb her storytime costumes made me laugh out loud OMG her ode to Hungry Catepillar is just too funny In the end a perfect book for her picky reader is found The ghastly Shrek wins the heart of the little book grinch And this book won mine Deadon humor in sly mischievious wording by Barbara Bottner Joyous illustrations by Michael Emberley  that I predict will soon adorn every childrens library in the country How could they not Trust me youre gonna LOVE Miss Brooks and kids will be more than entertained,1
Bought for my boys  I guess they are fine  I find them in laundry so they are wearing them,1
Great quality Nice and thick Not bulky at allVery good qualityNice bagVery pretty,0
I really wanted to like this but it just is awkward to fish withThe action is somewhat like a fish in its last moments of life when it is just occasionally flapping around on the surface on its side It is weedless so I can give it credit for that Honestly Ive had better luck with the frog lures from the same brand The coloring and look of this sunfish are very accurate but just know that it swims on its side with the fish hooks facing the sky and the other side of the fish facing the bottom of the lake weighted and will never swim in the normal vertical orientation,1
The nicest cable I have ever used and cheap The wires fabric texture light weight slimness and strength are the best I have ever seenBuy one for your headphones if they have a 35mm input Wont sound better but it will feel better,1
It zipsup high well made and has the wide brim I will keep this for the next one,0
A must have if you have fire arms and want a way to safely and securly work on your weapons,1
I found this movie reflected an accurate portrait of the reality of romance in a time of that war and what happened both at the front and at home The letters we have between great grandparents courting during that time are respectful while the unwritten was the fear and longing memories of a stolen moment kept close by both to keep the faith The movie represented many such postal relationships that expressed love and hope while in a war that promised neither Its that lifeline that matters in every conflict and keeps us human in an inhumane situationPerfect acting and direction along with the attention to detail made a beautiful movie,1
You wont go wrong purchasing this set as long as you keep your hands cleanVery niceI bought this for a friend and he is a very nice person  He is very happy with it  I am a bit skeptical about the price as it is not the best price  I have the most expensive knives in the world but I am really happy with it  This knife is a little bit pricey but I like that it is not expensive  I do wish it were made of plastic as it is,0
I use this for soda on the golf course and it keeps the ice out of the mouthpiece very well having tohold the cap out of the way is kind of annoying but it is worth putting up with It keeps the liquid cold for at least 5 hours as that is the length of time I am on the course and it is always cold at the finist of the round It fits in the cup holders of most golf carts,1
So I read this while reading an ARC of the bookThe story starts out with Liam and Sofia The story moves at a steady pace and the characters are strong and interesting The book is fast paced and I enjoyed it I would recommend this bookI received a free copy of this book from NetGalley in exchange for an honest reviewI received a free copy of this book from the author for an honest reviewThis book was so good I loved it I loved the character development the story line the action I enjoyed the characters and the storyline This book was a great read I recommend itThis was a great book I was given a copy for an honest reviewI was gifted a copy in exchange for an honest reviewThis was a great book I was given a copy of this book in exchange for an honest reviewThis was a very good book I love that there is no drama but it is,0
I was looking forward to this movie and thought it would be a nice addition to my collection I had not seen it yet but I am sure I will I enjoyed it I had no idea that this film would be so well written and acted The acting was great I liked the acting and the movie had a lot of action I also liked the ending I felt like I was watching something very real and a good ending I was very happy with the ending I would highly recommend this movie to anyone who is looking for a great movie and a good story It is not for everyone It is for everyone,0
This book gives a clear understanding of the forces that drive the history of the art world  It is an interesting historical study of the art world and the intellectual culture of the time  It is well researched and in many cases a very enjoyable read  I recommend it highly for anyone interested in history and art history,0
I was drawn in by this book and the writing style is smooth and simple I was not disappointed  I had to read the book to get the feel of the place and the settingI had no idea that this book would be one of the most popular books in the world  I found it to be the most entertaining  I loved it  It was great  I would recommend it to anyone who loves to readI have a hard time,0
Truely her style Wanting more with turning page Can not wait to read  more of her books They are such a great read,1
Nothing to complain about here I just wish it was another hundred pages  I do have a question,1
I should have read more carefully  Product is as described  It fit my pool table well  It is thinner than I would like  I would like to have something heavier on my table before putting on the ping pong top ie something with more protection  Since it is thin it is easy on and easy off which is a good thing  Color is great,1
gives you plenty to think about The characters are well developed and the story is well told,0
Jake Whyte a woman is a real genius  Her dad is a detective and her mother is a lawyer  The family lives in a small town but when a case is brought to court it is in the name of the victim  This is a case that should be remembered  And with the help of a young girl the family goes to the capital to take revenge on the murderer  A few months later a young girl named Elizabeth a young girl named Rachel is shot and killed by her uncle  This is the first time I have ever read a murder mystery where the mystery revolves around the murder of the victim  It is a very unique mystery that is told through a series of flashbacks  I cant imagine a novel like this not being a hit  It is very well written and I would recommend it to anyone who wants a little mystery to keep them entertained  I would recommend this to anyone who is a fan of the series  The story is about Rachel and her brother Jack a young girl who was murdered by her uncle who is now a lawyer  Jack is a very talented lawyer,0
I was very happy to find a part 3 which I will admit was a little slow for me  I had a lot of fun with the characters,0
A good whodoneit with likeable characters A quick easy read that draws you in Has a good dose of humor,1
Im in love I wanted a set of these and Im so happy I got them They look so nice and are very sturdy  The colors are great  I love that they are made in China  Im very pleased with the quality of the product  I love that they are made in the USA which is great  Im so happy with this purchaseIt works I love the color,0
My initial impression of the saw is that the materials are good but that is not what the saw is made of The plastic parts are also not as good so it is not a saw that is made of good material  The saw is made of plastic and the material is not strong enough to hold a knife  The blades are made of plastic so you will need to use a sharpener to hold the blade on  I have a hard time holding,0
The images themself are fun but the printing is poor It appears they were printed in layers of blues reds and yellows to make each ocean animal image but the printing didnt overlap perfectly to make a crisp picture You can see a bit of each primary color around the edges of each animal thus making the finer details like eyes and little fins fuzzy There were also thin black lines streaking thru the imagesAlso these 13 images are printed on two large plastic sheets like a plastic table cloth so you need to cut them apart with scissors I thought I was getting a readytouse product and it added unanticipated time,1
Doesnt come with praying mantises but its a nice additionThe only reason Im giving this a 5 star is because of how small the box is so its,0
I really couldnt be happier with this lead It is nice and long so we use it tied to a stake in the yard to practice come and play fetch I can stay handsfree and because its on a stake that sticks out of the ground it spins around and doesnt get tangled  The metal clip works great and is nice and strong It has been totally sturdy for us so far  our puppy has reached the limit of this on numerous occasions yet it looks and feels good as new  She has also grabbed it with her teeth any time she trips on it and no bite marks You cant tell from the pic and I dont recall it saying in the description but one end has the metal clip and the other end has a loop like a traditional leash  I just put that around our stake which has its own loop at the top so it cant come off and it stays on perfectly We leave it out in all weather rain sun windno snow yet and its still great It is cotton so I dont know if it will break down over time but I wouldnt hesitate to replace it since its a great price It has actually been a sanity saver for me since my puppy seems to love to play fetch  a 10 minute round of this tires her out enough that I can actually get things done in my house without having to always lock her in her crateand this lead is PERFECT for playing fetch  One of the best puppysupply purchases I have made so far,1
I have two turbo scratchers and both love the taste I will keep this for the next couple of months Great productWorks great  My dog is a chewer and its easy to get her to eat  She eats it right away and gets some of the stuffing out of it  I love the fact that she cant get it out of her mouth  I just put it in her food bowl and she eats it right awayThis is a great product for dogs,0
These Are Super Cute And We Have The Most Perfect Size for My GSD Shes just 17 lbs and we had,0
Loved Axel and Beths story like all the others in the Wolves of Twin Moon Ranch Hot and fast with all the characters we have come to know and love Can really recommend if you like the shapeshifter genre Free copy received for honest review,1
Its a lot bigger than you expect from looking at the online picture if you love big purses then this is for you  I love it and am going to get more colors,1
The lower shelf is too small for the wide wooden legs of the rack so I have to use a pair of screws to get the legs to get the,0
I purchased these China storage containers for my sons thirdgrade science class I was excited to find these in the box The containers are clear and the cover is very sturdy I have had no issues with the lid sticking out I would recommend these to anyone looking for a way to store their own electronics and toys I had to order one of these to use in my kitchen It works well and seems to last for quite a while,0
This is my first Tana French book and would be willing to try another At first I thought that the plot was too farfetched but then the characters developed and could see that something like this might happen Some nice details in both characters and setting,1
Over the course of reading this book I learned a lot about the world of the religious and the role religion plays in the world of medicine and social development I was very impressed by the way Dr Gorman spoke in a way that was as unapologetically Christian as possible I especially liked how Dr Gorman mentioned the importance of having a healthy relationship with God I would recommend this book to anyone who is considering a new faith This is a great book for any Christian or nonChristian It will help you to better understand yourself and your life It will help you understand yourself more It will help you understand yourself more It will help you to understand yourself more This book was my first of the King Arthur series and I was excited to read the second book It was very informative and detailed and I would recommend it to anyone who wants a history lesson I really enjoyed this book and the author I cant wait for the next one The descriptions are beautiful and the illustrations are wonderful The characters are well developed and the plot is easy to follow I would recommend this book for anyone who loves books about magic and adventure I was also very impressed with the book I would recommend it for anyone who is interested in magic and adventure This book is a must read for anyone who wants to learn how to make a life change The characters are well drawn and the plot is very intriguing The book is well written and the characters are realistic,0
I purchased this travel Crossbody bag for my vacation this summer to Europe So far I like that it holds a lot and my iPad fits nicely in the front pocket I am not crazy about the material but overall I like the way it looks and it has a lot of space to fit just about anything you desire to carry,1
Works well as an enclosure  I have an external HDD that is 64 GB and this one,0
Great Laptop  I would recommend this item  Highly recommended  Thank youVery goodI bought this for a friend and he is very happy with the purchase  The only thing I wish it had been a,0
Mr Rosenblum Dreams in English CS Lewisby Charles R YoungPublished in the publishers edition  The book is a copy of the paperback editionI had no idea that this book would be one of the most popular books in the series  I found it to be the most entertaining  I loved it  It has all the potential to be a fantastic read  I am looking forward to reading the rest of the series  I look forward to the next bookI liked this book and it was great  I enjoyed it so much that I bought it for my son  He loves itI love the characters and the plot and this book was great  It kept me interested throughout and I had to read it several times to get the full story  Im happy to say that this book is on my favorites listI really enjoyed this book and it was good I liked that the author of the book did not seem to have any selfsatisfaction I liked the story line but I felt like it was very selfabsorbed and was very selfcentered I also liked that the author did not seem to have any control over the main character I liked that the author did not seem to have any interest in the main characters feelingsI enjoyed this book  It was well written and well researched  It is an excellent story and I would recommend it highly to anyone interested in learning about our family especially those in the churchIve read all of,0
Well I struggled a bit to write this review and I really wanted to give it 4 stars But I couldnt in the end because I dont think that would be comparing Devils Dream fairly to Bells All Souls Rising a novel I find the richer and more moving of the two and the novel to which I would attribute 45 starsDevils is all in all a very entertaining original and informative read The story of Nathan Bedford Forrest is a truly fascinating one and some of the literary tools Bell uses ie the bits of magical realism add to that fascination  Some of the events in the first half of the novel regarding Forrests family are powerfully done egthe affairs Forrest had are described in a interesting nonmoralistic human way the death of his daughter is devastatingBut in the end the constant chronological swings tired me After loving the first 250 pages of the novel I virtually flipped through the last 50 My sense was that what was described in those last pages had already happened earlier in the book eg another horse shot dead from under Forrest after another heroic charge I had also grown tired at this point of trying to decipher Forrests tennessee accentI remain an admirer of Smartt Bell But All Souls Rising will provide readers a better experience of his talent,1
Very insightful and encouraging A real page turner Very good book I would recommend it,0
